Round,Player ID,Player Name,Position,Team ID,Team Name,Short Name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,yellow_cards,red_cards,bonus,penalties_saved,penalties_missed,saves,value
23,235,de Gea,1,12,Man Utd,MUN,1,90,0,0,0,2,0,1,0,0,0,0,3,54
24,235,de Gea,1,12,Man Utd,MUN,1,90,0,0,0,2,0,0,0,0,0,0,0,54
25,235,de Gea,1,12,Man Utd,MUN,7,90,0,0,1,0,0,0,0,0,0,0,3,54
26,235,de Gea,1,12,Man Utd,MUN,6,90,0,0,1,0,0,0,0,0,0,0,1,54
27,235,de Gea,1,12,Man Utd,MUN,6,90,0,0,1,0,0,0,0,0,0,0,2,54
28,235,de Gea,1,12,Man Utd,MUN,3,90,0,0,0,1,0,0,0,0,0,0,4,54
29,235,de Gea,1,12,Man Utd,MUN,9,90,0,0,1,0,0,0,0,2,0,0,4,54
39,235,de Gea,1,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,2,53
40,235,de Gea,1,12,Man Utd,MUN,6,90,0,0,1,0,0,0,0,0,0,0,1,53
41,235,de Gea,1,12,Man Utd,MUN,6,90,0,0,1,0,0,0,0,0,0,0,2,53
42,235,de Gea,1,12,Man Utd,MUN,1,90,0,0,0,2,0,0,0,0,0,0,1,53
43,235,de Gea,1,12,Man Utd,MUN,6,90,0,0,1,0,0,0,0,0,0,0,1,53
44,235,de Gea,1,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,3,53
45,235,de Gea,1,12,Man Utd,MUN,8,90,0,0,1,0,0,0,0,1,0,0,5,53
46,235,de Gea,1,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,2,53
47,235,de Gea,1,12,Man Utd,MUN,7,90,0,0,1,0,0,0,0,0,0,0,3,53
1,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
4,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
5,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
6,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
7,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
8,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
9,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
10,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
11,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
12,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
13,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
14,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
15,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
16,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
17,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
18,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
19,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
20,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
21,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
22,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
23,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
24,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
25,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
26,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
27,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
28,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
29,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
39,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
40,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
41,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
42,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
43,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
44,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
45,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
46,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
47,236,Romero,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,50
4,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
5,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
6,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
7,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
8,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
9,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
10,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
11,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,49
12,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
13,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
14,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
15,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
16,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
17,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
18,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
19,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
20,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
21,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
22,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
23,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
24,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
25,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
26,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
27,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
28,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
29,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,48
39,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
40,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
41,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
42,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
43,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
44,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
45,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
46,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
47,237,Grant,1,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1,238,Pogba,3,12,Man Utd,MUN,9,90,0,2,1,0,0,0,0,0,0,0,0,85
2,238,Pogba,3,12,Man Utd,MUN,0,90,0,0,0,1,0,0,0,0,0,1,0,85
3,238,Pogba,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,86
4,238,Pogba,3,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,0,86
5,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,85
6,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,85
7,238,Pogba,3,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,0,84
8,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
9,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
10,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
11,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
12,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
13,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
14,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
15,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
16,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
17,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
18,238,Pogba,3,12,Man Utd,MUN,1,26,0,0,0,0,0,0,0,0,0,0,0,84
19,238,Pogba,3,12,Man Utd,MUN,1,45,0,0,0,0,0,0,0,0,0,0,0,84
20,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
21,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
22,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
23,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,84
24,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,83
25,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,83
26,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,83
27,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,83
28,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,83
29,238,Pogba,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,83
39,238,Pogba,3,12,Man Utd,MUN,4,27,0,1,0,0,0,0,0,0,0,0,0,83
40,238,Pogba,3,12,Man Utd,MUN,3,79,0,0,1,0,0,0,0,0,0,0,0,83
41,238,Pogba,3,12,Man Utd,MUN,6,63,0,1,1,0,0,0,0,0,0,0,0,83
42,238,Pogba,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,83
43,238,Pogba,3,12,Man Utd,MUN,10,90,1,0,1,0,0,0,0,2,0,0,0,83
44,238,Pogba,3,12,Man Utd,MUN,2,62,0,0,0,1,0,0,0,0,0,0,0,83
45,238,Pogba,3,12,Man Utd,MUN,3,90,0,0,1,0,0,0,0,0,0,0,0,83
46,238,Pogba,3,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,0,83
47,238,Pogba,3,12,Man Utd,MUN,2,90,0,0,1,0,0,1,0,0,0,0,0,83
1,239,Martial,3,12,Man Utd,MUN,7,90,1,0,1,0,0,1,0,0,0,0,0,75
2,239,Martial,3,12,Man Utd,MUN,7,90,1,0,0,1,0,0,0,0,0,0,0,76
3,239,Martial,3,12,Man Utd,MUN,5,90,0,1,0,2,0,0,0,0,0,0,0,77
4,239,Martial,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,77
5,239,Martial,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,77
6,239,Martial,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,76
7,239,Martial,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,76
8,239,Martial,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9,239,Martial,3,12,Man Utd,MUN,1,6,0,0,0,1,0,0,0,0,0,0,0,75
10,239,Martial,3,12,Man Utd,MUN,6,74,1,0,1,0,0,0,0,0,0,1,0,75
11,239,Martial,3,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,0,76
12,239,Martial,3,12,Man Utd,MUN,10,90,0,2,0,1,0,0,0,2,0,0,0,77
13,239,Martial,3,12,Man Utd,MUN,2,84,0,0,0,2,0,0,0,0,0,0,0,78
14,239,Martial,3,12,Man Utd,MUN,2,81,0,0,0,2,0,0,0,0,0,0,0,78
15,239,Martial,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,77
16,239,Martial,3,12,Man Utd,MUN,10,73,1,0,1,0,0,0,0,2,0,0,0,76
17,239,Martial,3,12,Man Utd,MUN,2,90,0,0,0,1,0,0,0,0,0,0,0,76
18,239,Martial,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,77
19,239,Martial,3,12,Man Utd,MUN,15,66,2,0,0,1,0,0,0,3,0,0,0,77
20,239,Martial,3,12,Man Utd,MUN,8,88,1,0,1,0,0,0,0,0,0,0,0,78
21,239,Martial,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,79
22,239,Martial,3,12,Man Utd,MUN,8,79,1,0,1,0,0,0,0,0,0,0,0,79
23,239,Martial,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,79
24,239,Martial,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,79
25,239,Martial,3,12,Man Utd,MUN,3,90,0,0,1,0,0,0,0,0,0,0,0,79
26,239,Martial,3,12,Man Utd,MUN,8,90,1,0,1,0,0,0,0,0,0,0,0,79
27,239,Martial,3,12,Man Utd,MUN,8,79,1,0,1,0,0,0,0,0,0,0,0,79
28,239,Martial,3,12,Man Utd,MUN,2,88,0,0,0,1,0,0,0,0,0,0,0,80
29,239,Martial,3,12,Man Utd,MUN,8,77,1,0,1,0,0,0,0,0,0,0,0,79
39,239,Martial,3,12,Man Utd,MUN,2,77,0,0,0,1,0,0,0,0,0,0,0,80
40,239,Martial,3,12,Man Utd,MUN,21,79,3,0,1,0,0,0,0,3,0,0,0,80
41,239,Martial,3,12,Man Utd,MUN,3,77,0,0,1,0,0,0,0,0,0,0,0,81
42,239,Martial,3,12,Man Utd,MUN,14,79,1,2,0,2,0,0,0,1,0,0,0,82
43,239,Martial,3,12,Man Utd,MUN,6,78,0,1,1,0,0,0,0,0,0,0,0,83
44,239,Martial,3,12,Man Utd,MUN,13,90,1,1,0,2,0,0,0,3,0,0,0,83
45,239,Martial,3,12,Man Utd,MUN,8,90,1,0,1,0,0,0,0,0,0,0,0,84
46,239,Martial,3,12,Man Utd,MUN,5,90,0,1,0,1,0,0,0,0,0,0,0,85
47,239,Martial,3,12,Man Utd,MUN,6,90,0,1,1,0,0,0,0,0,0,0,0,85
1,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,69
4,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,69
5,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,69
6,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,69
7,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
8,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
9,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
10,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
11,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
12,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
13,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
14,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
15,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
16,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
17,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
18,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
19,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
20,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
21,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
22,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
23,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
24,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
25,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
26,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
27,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
28,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
29,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
39,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
40,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
41,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
42,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
43,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
44,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
45,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
46,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
47,240,Sánchez,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1,241,Lingard,3,12,Man Utd,MUN,2,85,0,0,1,0,0,1,0,0,0,0,0,65
2,241,Lingard,3,12,Man Utd,MUN,2,80,0,0,0,1,0,0,0,0,0,0,0,65
3,241,Lingard,3,12,Man Utd,MUN,1,55,0,0,0,1,0,0,0,0,0,0,0,65
4,241,Lingard,3,12,Man Utd,MUN,1,22,0,0,0,0,0,0,0,0,0,0,0,65
5,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6,241,Lingard,3,12,Man Utd,MUN,1,29,0,0,0,1,0,0,0,0,0,0,0,64
7,241,Lingard,3,12,Man Utd,MUN,1,73,0,0,0,1,0,1,0,0,0,0,0,64
8,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,64
9,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,64
10,241,Lingard,3,12,Man Utd,MUN,1,10,0,0,0,1,0,0,0,0,0,0,0,63
11,241,Lingard,3,12,Man Utd,MUN,1,22,0,0,0,0,0,0,0,0,0,0,0,63
12,241,Lingard,3,12,Man Utd,MUN,1,20,0,0,0,0,0,0,0,0,0,0,0,63
13,241,Lingard,3,12,Man Utd,MUN,1,45,0,0,0,2,0,0,0,0,0,0,0,63
14,241,Lingard,3,12,Man Utd,MUN,1,16,0,0,0,0,0,0,0,0,0,0,0,63
15,241,Lingard,3,12,Man Utd,MUN,2,86,0,0,0,1,0,0,0,0,0,0,0,63
16,241,Lingard,3,12,Man Utd,MUN,2,88,0,0,0,1,0,0,0,0,0,0,0,63
17,241,Lingard,3,12,Man Utd,MUN,2,64,0,0,0,1,0,0,0,0,0,0,0,63
18,241,Lingard,3,12,Man Utd,MUN,2,63,0,0,0,2,0,0,0,0,0,0,0,63
19,241,Lingard,3,12,Man Utd,MUN,1,27,0,0,0,0,0,0,0,0,0,0,0,63
20,241,Lingard,3,12,Man Utd,MUN,0,17,0,0,0,0,0,1,0,0,0,0,0,63
21,241,Lingard,3,12,Man Utd,MUN,1,57,0,0,0,2,0,0,0,0,0,0,0,63
22,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
23,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
24,241,Lingard,3,12,Man Utd,MUN,1,21,0,0,0,0,0,0,0,0,0,0,0,63
25,241,Lingard,3,12,Man Utd,MUN,1,2,0,0,0,0,0,0,0,0,0,0,0,63
26,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
27,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
28,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
29,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
39,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
40,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
41,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
42,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
43,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
44,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
45,241,Lingard,3,12,Man Utd,MUN,1,28,0,0,0,0,0,0,0,0,0,0,0,63
46,241,Lingard,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
47,241,Lingard,3,12,Man Utd,MUN,6,13,1,0,0,0,0,0,0,0,0,0,0,63
1,242,Mata,3,12,Man Utd,MUN,1,4,0,0,0,0,0,0,0,0,0,0,0,65
2,242,Mata,3,12,Man Utd,MUN,1,9,0,0,0,0,0,0,0,0,0,0,0,65
3,242,Mata,3,12,Man Utd,MUN,1,5,0,0,0,1,0,0,0,0,0,0,0,64
4,242,Mata,3,12,Man Utd,MUN,2,67,0,0,0,1,0,0,0,0,0,0,0,64
5,242,Mata,3,12,Man Utd,MUN,3,69,0,0,1,0,0,0,0,0,0,0,0,64
6,242,Mata,3,12,Man Utd,MUN,1,80,0,0,0,1,0,1,0,0,0,0,0,64
7,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
8,242,Mata,3,12,Man Utd,MUN,3,65,0,0,1,0,0,0,0,0,0,0,0,63
9,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
10,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
11,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,63
12,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
13,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
14,242,Mata,3,12,Man Utd,MUN,2,73,0,0,0,2,0,0,0,0,0,0,0,62
15,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
16,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
17,242,Mata,3,12,Man Utd,MUN,1,4,0,0,0,0,0,0,0,0,0,0,0,62
18,242,Mata,3,12,Man Utd,MUN,1,18,0,0,0,0,0,0,0,0,0,0,0,62
19,242,Mata,3,12,Man Utd,MUN,1,23,0,0,0,0,0,0,0,0,0,0,0,62
20,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
21,242,Mata,3,12,Man Utd,MUN,1,9,0,0,0,0,0,0,0,0,0,0,0,62
22,242,Mata,3,12,Man Utd,MUN,11,90,0,2,1,0,0,0,0,2,0,0,0,62
23,242,Mata,3,12,Man Utd,MUN,1,16,0,0,0,1,0,0,0,0,0,0,0,62
24,242,Mata,3,12,Man Utd,MUN,2,90,0,0,0,2,0,0,0,0,0,0,0,62
25,242,Mata,3,12,Man Utd,MUN,3,87,0,0,1,0,0,0,0,0,0,0,0,62
26,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
27,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
28,242,Mata,3,12,Man Utd,MUN,1,18,0,0,0,0,0,0,0,0,0,0,0,62
29,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,62
39,242,Mata,3,12,Man Utd,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,61
